name,osmid,highway,oneway,length,bridge,geometry,maxspeed,lanes,ref,junction,tunnel,access,u,v,key,list?,detid
Jan Palachstraat,7311958,residential,False,57.098,,"LINESTRING (4.557104 51.921973, 4.5569859 51.9224813)",,,,,,,44407244,44409883,0,False,
Lilian Ngoyiweg,357374428,residential,False,60.612,,"LINESTRING (4.557104 51.921973, 4.5562259 51.921911)",,,,,,,44407244,44407216,0,False,
Lilian Ngoyiweg,357374428,residential,False,61.198,,"LINESTRING (4.557104 51.921973, 4.5579866 51.9220543)",,,,,,,44407244,44407439,0,False,
Steve Bikoplaats,7311923,residential,False,188.85899999999998,,"LINESTRING (4.557104 51.921973, 4.5571717 51.9215811, 4.5553173 51.920954)",,,,,,,44407244,1120035945,0,False,
Minkestraat,7516708,residential,False,7.164,,"LINESTRING (4.4604595 51.8804707, 4.4603555 51.8804761)",,,,,,,5045230028,44209886,0,False,
Minkestraat,7516708,residential,False,43.765,,"LINESTRING (4.4604595 51.8804707, 4.4610939 51.8804314)",,,,,,,5045230028,44209428,0,False,
,516888964,residential,False,66.544,,"LINESTRING (4.4604595 51.8804707, 4.4603995 51.8799711, 4.4603878 51.8798739)",,,,,,,5045230028,5045230029,0,False,
,516888964,residential,False,66.544,,"LINESTRING (4.4603878 51.8798739, 4.4603995 51.8799711, 4.4604595 51.8804707)",,,,,,,5045230029,5045230028,0,False,
Katendrechtsestraat,7514644,residential,False,16.619,,"LINESTRING (4.4786 51.900221, 4.4784723 51.900094)",30,2,,,,,44308943,44308505,0,False,
Overzetveer,7514628,residential,False,51.198,,"LINESTRING (4.4786 51.900221, 4.4786209 51.9002546, 4.4788672 51.9006509)",30,2,,,,,44308943,44310660,0,False,
Katendrechtsestraat,7514633,residential,True,55.43,,"LINESTRING (4.4786 51.900221, 4.4779868 51.9003645, 4.4778445 51.9003976)",30,,,,,,44308943,44309849,0,False,
Gordelweg,725090414,secondary,True,32.226,,"LINESTRING (4.453634 51.9339316, 4.453438 51.9338645, 4.4533579 51.9338355, 4.4533374 51.9338287, 4.4532633 51.9338087, 4.4532163 51.9338006)",50,1,,,,,837687760,837687846,0,False,
Gordelpad,"[70130132, 725334958]","['living_street', 'unclassified']",False,33.565,,"LINESTRING (4.453634 51.9339316, 4.4535811 51.9339907, 4.4534454 51.9341418, 4.4534178 51.9341726, 4.4533972 51.9341958)",,,,,,,837687760,837687878,0,False,
Grote Visserijstraat,7517740,residential,False,36.847,,"LINESTRING (4.4407884 51.9116611, 4.4409321 51.9119804)",,,,,,,44358099,44359405,0,False,
Gijsingstraat,7517766,residential,True,100.316,,"LINESTRING (4.4407884 51.9116611, 4.4413394 51.9115438, 4.4421651 51.9113568)",,,,,,,44358099,44356699,0,False,
Grote Visserijstraat,339708058,residential,False,68.25399999999999,,"LINESTRING (4.4407884 51.9116611, 4.4404692 51.9111573, 4.4404226 51.9110903)",,,,,,,44358099,44355362,0,False,
Diergaardesingel,223500996,residential,False,59.164,,"LINESTRING (4.4695943 51.921298, 4.4704084 51.9214741)",,,,,,,2323945943,2323945944,0,False,
Diergaardesingel,7525613,residential,True,98.668,,"LINESTRING (4.4695943 51.921298, 4.470795 51.9210355, 4.4709099 51.9209626)",30,,,,,,2323945943,44402573,0,False,
Diergaardesingel,223500996,residential,False,59.164,,"LINESTRING (4.4704084 51.9214741, 4.4695943 51.921298)",,,,,,,2323945944,2323945943,0,False,
Heemraadssingel,7515358,residential,True,85.411,,"LINESTRING (4.4566984 51.9117674, 4.4565113 51.9121481, 4.4563869 51.9124248, 4.4563618 51.9124876, 4.456355 51.9125056)",30,,,,,,44358106,6486659362,0,False,
Martinus Steijnstraat,7513576,residential,False,4.126,,"LINESTRING (4.5054418 51.9001312, 4.5054907 51.9001528)",,,,,,,44308956,4809095505,0,False,
Martinus Steijnstraat,7513576,residential,False,51.35,,"LINESTRING (4.5054418 51.9001312, 4.5049618 51.8998971, 4.5048854 51.8998586, 4.504856 51.8998438)",,,,,,,44308956,4809096154,0,False,
Pieter de Hoochweg,51166334,tertiary,True,13.76,,"LINESTRING (4.4573993 51.9095529, 4.4575288 51.9094584)",50,,,,,,652745185,652745186,0,False,
Rochussenstraat,675184111,tertiary,True,138.856,,"LINESTRING (4.4573993 51.9095529, 4.4572856 51.9095197, 4.4560667 51.9091418, 4.4557426 51.9090495, 4.4555787 51.9090078)",50,,,,,,652745185,44346048,0,False,
Rochussenstraat,675184109,tertiary,True,14.679,,"LINESTRING (4.4575288 51.9094584, 4.4577225 51.9095145)",50,,,,,,652745186,652745200,0,False,
Pieter de Hoochweg,51166334,tertiary,True,25.18,,"LINESTRING (4.4575288 51.9094584, 4.4576171 51.9093943, 4.4577785 51.9092926)",50,,,,,,652745186,652745196,0,False,
Korte Stadionweg,7329451,unclassified,False,83.187,,"LINESTRING (4.5149472 51.900156, 4.5155838 51.8995193)",,,,,,,44308963,44306470,0,False,
"['Klinkerstraat', 'IJzerwerkerkade']","[7329273, 7329274]",unclassified,False,173.97500000000002,,"LINESTRING (4.5149472 51.900156, 4.5159664 51.9005664, 4.5169535 51.9000269)",,,,,,,44308963,44308520,0,True,
Klinkerstraat,7329287,unclassified,False,18.961,,"LINESTRING (4.5149472 51.900156, 4.5148797 51.9001265, 4.5147115 51.9000673)",,,,,,,44308963,44308518,0,False,
Korte Stadionweg,"[704376547, 704376548]",unclassified,False,201.618,,"LINESTRING (4.5149472 51.900156, 4.5140034 51.901148, 4.5135609 51.9016247, 4.513459 51.9015916, 4.5134001 51.9015696)",,,,,,,44308963,44314873,0,False,
Veerkade,"[185437768, 147197768]",residential,False,76.136,,"LINESTRING (4.4789131 51.9087613, 4.4790075 51.9086336, 4.479152 51.9083933, 4.4792935 51.9081188)",50,,,,,,4003289569,44342199,0,False,
Westplein,681989101,tertiary,False,36.896,,"LINESTRING (4.4789131 51.9087613, 4.4788684 51.9088217, 4.4787846 51.9089182, 4.4787527 51.9089712, 4.4787298 51.9090696)",50,,,,,,4003289569,3880908876,0,False,
Westerstraat,681989102,residential,False,97.25999999999999,,"LINESTRING (4.4789131 51.9087613, 4.4790197 51.9087777, 4.4791094 51.9087897, 4.4792381 51.9088039, 4.4793152 51.9088262, 4.4801906 51.9091248)",50,,,,,,4003289569,44347093,0,False,
Tsjaikovskistraat,7311999,unclassified,False,72.018,,"LINESTRING (4.5586783 51.9183446, 4.5585852 51.918465, 4.5584681 51.9185465, 4.558315 51.9185928, 4.5582009 51.9186095, 4.5581262 51.9185984, 4.5580387 51.9185854, 4.5579396 51.9185465, 4.5579 51.9185)",,,,,,,44390885,44391399,0,False,
Tsjaikovskistraat,7311999,unclassified,False,82.21399999999998,,"LINESTRING (4.5586783 51.9183446, 4.5587746 51.918174, 4.5588434 51.9180414, 4.5589215 51.917915, 4.5589575 51.9177687, 4.5589125 51.9176353)",,,,,,,44390885,44388012,0,False,
Vivaldistraat,7312207,residential,False,69.592,,"LINESTRING (4.5604 51.9184, 4.5611376 51.9188298)",,,,,,,44390887,44392713,0,False,
Vivaldistraat,515633434,residential,False,71.911,,"LINESTRING (4.5604 51.9184, 4.5604 51.9188, 4.56 51.9188)",,,,,,,44390887,44392710,0,False,
Vivaldistraat,515633434,residential,False,74.851,,"LINESTRING (4.5604 51.9184, 4.560399 51.9183129, 4.5603916 51.9181174, 4.5608244 51.9178324)",,,,,,,44390887,44388016,0,False,
Rochussenstraat,51166338,residential,False,47.732,,"LINESTRING (4.4569721 51.909815, 4.4576 51.91)",30,,,,,,652745194,44350323,0,False,
Heemraadssingel,131423396,residential,True,41.361999999999995,,"LINESTRING (4.4569721 51.909815, 4.4571982 51.9096823, 4.4573064 51.9096187, 4.4573993 51.9095529)",,,,,,,652745194,652745185,0,False,
Bovenstraat,7327474,residential,False,84.463,,"LINESTRING (4.5463073 51.9001834, 4.5456496 51.8995413)",30,,,,,,44308972,44306482,0,False,
Bovenstraat,"[704353107, 28481155]",residential,True,123.94500000000001,,"LINESTRING (4.5463073 51.9001834, 4.5466808 51.9004418, 4.5469412 51.900565, 4.5470707 51.9006409, 4.5471266 51.900706, 4.5471599 51.900757, 4.5471881 51.9008093, 4.5471943 51.9008209, 4.5472315 51.9008803, 4.5472759 51.9009177, 4.5473181 51.9009431, 4.5473799 51.9009763, 4.5474575 51.9010169)",30,,,,,,44308972,44312691,0,False,
Gordelpad,"[724761993, 70130118]",living_street,False,28.746999999999996,,"LINESTRING (4.461049 51.9367475, 4.4610326 51.9367623, 4.4610239 51.9367698, 4.4609075 51.9368346, 4.460889 51.9368493, 4.4608718 51.9368628, 4.4608085 51.9368974, 4.4607517 51.9369284)",15,,,,,,837687789,837687723,0,False,
Gordelweg,"[153557971, 725090415]",secondary,True,73.387,,"LINESTRING (4.461049 51.9367475, 4.4608061 51.9366574, 4.460516 51.9365479, 4.4603979 51.9365039, 4.4603128 51.9364627, 4.4602175 51.936416, 4.4601965 51.9363691)",50,1,,,,,837687789,1434991563,0,False,
Koninginneweg,7327257,residential,True,105.387,,"LINESTRING (4.5516036 51.9001506, 4.5513068 51.8992207)",,,,,,,44308974,44304604,0,False,
Cranendonckweg,7327331,residential,False,82.166,,"LINESTRING (4.5516036 51.9001506, 4.5504276 51.9002902)",,,,,,,44308974,44309402,0,False,
Percevalweg,49915654,residential,False,43.339,,"LINESTRING (4.5516036 51.9001506, 4.5516643 51.900144, 4.5522256 51.9000827)",,,,,,,44308974,44308526,0,False,
"['Pieter de Hoochbrug', 'Pieter de Hoochweg']","[7515520, 7515512, 199671965]",tertiary,False,204.118,yes,"LINESTRING (4.4577785 51.9092926, 4.457871 51.9091908, 4.4586295 51.9080876, 4.4586976 51.9079929, 4.4589531 51.9076068)",50,2,,,,,652745196,44339591,0,True,
Pieter de Hoochweg,51166339,tertiary,True,24.983999999999998,,"LINESTRING (4.4577785 51.9092926, 4.4577669 51.9093463, 4.4577461 51.9094421, 4.4577225 51.9095145)",50,,,,,,652745196,652745200,0,False,
Heemraadssingel,51166340,tertiary,True,14.035,,"LINESTRING (4.4577225 51.9095145, 4.4576908 51.9096392)",50,,,,,,652745200,652745202,0,False,
Rochussenstraat,7515451,tertiary,True,114.078,,"LINESTRING (4.4577225 51.9095145, 4.4578612 51.9095597, 4.4592066 51.9099774)",50,,,,,,652745200,44349740,0,False,
Rochussenstraat,48247743,tertiary,True,22.179,,"LINESTRING (4.4576908 51.9096392, 4.4573993 51.9095529)",50,,,,,,652745202,652745185,0,False,
Heemraadssingel,"[507994706, 51166335]",residential,True,40.604,,"LINESTRING (4.4576908 51.9096392, 4.4576768 51.9097058, 4.4576519 51.9097944, 4.4576 51.91)",,,,,,,652745202,44350323,0,False,
Columbusstraat,7519005,unclassified,False,16.116,,"LINESTRING (4.424359 51.8689429, 4.4243001 51.8688026)",50,,,,,,735631858,735631703,0,False,
Willem Barentszstraat,165817256,secondary,True,271.723,,"LINESTRING (4.424359 51.8689429, 4.420534 51.8695702)",50,,S101,,,,735631858,44159174,0,False,
Columbusstraat,"[7518944, 7519005]",unclassified,False,706.423,,"LINESTRING (4.424359 51.8689429, 4.4247492 51.8699195, 4.425009 51.8705716, 4.4251107 51.8708497, 4.4214733 51.8714908, 4.4214122 51.8714918, 4.4213683 51.8714888, 4.4213375 51.871465, 4.4213028 51.8714181, 4.420534 51.8695702)",50,,,,,,735631858,44159174,1,False,
Wijnkade,7514033,residential,False,133.783,,"LINESTRING (4.483619 51.916422, 4.4836205 51.9164345, 4.483645 51.9164923, 4.4836652 51.9165101, 4.4836898 51.9165168, 4.4840549 51.9165927, 4.4851748 51.9168261, 4.4853683 51.9168658)",,1,,,,,4708014580,44383529,0,False,
Overstortpad,7328594,residential,False,87.733,,"LINESTRING (4.5227874 51.9117266, 4.522219 51.9115376, 4.5217383 51.9113822, 4.5216581 51.9113562)",30,,,,,,44358131,44356307,0,False,
,"[70130116, 725334957]","['living_street', 'unclassified']",False,33.336000000000006,,"LINESTRING (4.4555496 51.9349896, 4.4555982 51.9349494, 4.4557023 51.9348633, 4.455779 51.9347975, 4.4557937 51.9347816, 4.4558296 51.9347448)",,,,,,,837687802,837687831,0,False,
Gordelpad,70130123,living_street,False,416.76500000000004,,"LINESTRING (4.4555496 51.9349896, 4.4556181 51.9350092, 4.455668 51.9350276, 4.4606481 51.9368902, 4.4607517 51.9369284)",15,,,,,,837687802,837687723,0,False,
Gordelpad,70130123,living_street,False,171.99499999999998,,"LINESTRING (4.4555496 51.9349896, 4.4554823 51.9349717, 4.4554312 51.9349529, 4.4534653 51.9342211, 4.4533972 51.9341958)",15,,,,,,837687802,837687878,0,False,
Havenstraat,7517759,residential,True,26.268,,"LINESTRING (4.4501389 51.9079807, 4.4500144 51.9082041)",50,,,,,,44341755,1432704120,0,False,
"['Achterhavenbrug', 'Havenstraat']","[7517509, 7517573, 554447142]",residential,False,83.256,yes,"LINESTRING (4.4501389 51.9079807, 4.4502994 51.9078674, 4.4503812 51.9078149, 4.4505731 51.9076897, 4.4507154 51.9076136, 4.4510462 51.9074932)",50,,,,,,44341755,44339152,0,True,
Houtlaan,131077037,residential,True,258.417,,"LINESTRING (4.4786592 51.9092265, 4.4786835 51.9092346, 4.4787559 51.9092586, 4.4794419 51.9094858, 4.480911 51.9099685, 4.481984 51.9103192)",50,1,,,,,4003289595,44351294,0,False,
Westplein,459426776,tertiary,False,18.18,,"LINESTRING (4.4786592 51.9092265, 4.4787053 51.9091515, 4.4787298 51.9090696)",50,,,,,,4003289595,3880908876,0,False,
Van Vollenhovenstraat,"[694281857, 691700373]",tertiary,False,32.4,,"LINESTRING (4.4786592 51.9092265, 4.4785973 51.9093216, 4.4784832 51.9094969)",50,,,,,,4003289595,4003289600,0,False,
Statenweg,725090410,residential,True,7.08,,"LINESTRING (4.4553135 51.9344752, 4.4552623 51.9345305)",,,,,,,837687806,44473135,0,False,
Gordelweg,70130129,secondary,True,12.925999999999998,,"LINESTRING (4.4553135 51.9344752, 4.4554214 51.9345192, 4.4554606 51.9345346, 4.4554714 51.9345387)",50,1,,,,,837687806,6799502605,0,False,
Van Vollenhovenstraat,131077047,tertiary,True,72.49300000000001,,"LINESTRING (4.4784832 51.9094969, 4.4784525 51.9095816, 4.4783825 51.9097037, 4.4782795 51.9098833, 4.4781924 51.9100102, 4.4781716 51.9100574, 4.4781698 51.9101158)",50,,,,,,4003289600,1443308856,0,False,
Van Vollenhovenstraat,"[694281857, 691700373]",tertiary,False,32.4,,"LINESTRING (4.4784832 51.9094969, 4.4785973 51.9093216, 4.4786592 51.9092265)",50,,,,,,4003289600,4003289595,0,False,
Gordelweg,70126887,unclassified,True,83.991,,"LINESTRING (4.4523088 51.9332696, 4.451877 51.9331127, 4.4515252 51.9330555, 4.4514058 51.9330454, 4.4512479 51.9330393, 4.4511666 51.9330387)",,,,,,,837687829,837634182,0,False,
Gordelweg,69476388,secondary,True,45.613,,"LINESTRING (4.4558296 51.9347448, 4.4552623 51.9345305)",50,1,,,,,837687831,44473135,0,False,
,"[70130116, 725334957]","['living_street', 'unclassified']",False,33.336000000000006,,"LINESTRING (4.4558296 51.9347448, 4.4557937 51.9347816, 4.455779 51.9347975, 4.4557023 51.9348633, 4.4555982 51.9349494, 4.4555496 51.9349896)",,,,,,,837687831,837687802,0,False,
Gordelweg,70130129,secondary,True,56.265,,"LINESTRING (4.4546127 51.9342119, 4.4547673 51.9342689, 4.4553135 51.9344752)",50,1,,,,,837687836,837687806,0,False,
Statenweg,"[725309027, 7526516]",residential,True,79.785,,"LINESTRING (4.4546127 51.9342119, 4.4546696 51.9341487, 4.4547169 51.934095, 4.4551001 51.9336497, 4.4551603 51.9335788)",30,,,,,,837687836,44467744,0,False,
Gordelweg,7525994,secondary,True,43.650999999999996,,"LINESTRING (4.4603705 51.9363875, 4.460509 51.9363957, 4.460643 51.9364413, 4.4609513 51.9365361)",50,1,,,,,837687838,1580797145,0,False,
Gordelweg,"[62420400, 45780625, 725115017, 42702375]",secondary,True,367.76900000000006,,"LINESTRING (4.4603705 51.9363875, 4.4608787 51.9365803, 4.4621127 51.9370389, 4.4626859 51.9372544, 4.4639545 51.9377267, 4.4644328 51.9379059, 4.4646988 51.9380095, 4.4649011 51.9380882, 4.4649607 51.9380934)",50,1,,,yes,,837687838,44492200,0,False,
Maashavenstraat,39227980,residential,False,89.735,,"LINESTRING (4.491345 51.9006067, 4.4912418 51.9007764, 4.4911041 51.9009976, 4.4910799 51.9010453, 4.4910375 51.901131, 4.4910262 51.9011501, 4.4909822 51.9011835, 4.4909401 51.9012097, 4.4908245 51.9012372, 4.4907132 51.9012604)",50,2,,,,,6267689502,5359730631,0,False,
Maashaven Noordzijde,"[494859379, 107070791]",residential,False,309.1,,"LINESTRING (4.491345 51.9006067, 4.4922298 51.900795, 4.4943148 51.901234, 4.4949432 51.9013668, 4.495614 51.9014944)",50,2,,,,,6267689502,44314862,0,False,
Maashaven Noordzijde,"[39227992, 474138106, 704076715]",residential,False,421.842,,"LINESTRING (4.491345 51.9006067, 4.4912031 51.9005765, 4.4911558 51.9005685, 4.4907622 51.9004848, 4.4899979 51.9003216, 4.4894217 51.900197, 4.4888271 51.9000702, 4.4883182 51.8999626, 4.487528 51.8997997, 4.487157 51.8997208, 4.4866745 51.8996182, 4.48616 51.8995105, 4.4855281 51.8993783)","['50', '30']",2,,,,,6267689502,981408327,0,False,
Brielselaan,"[495294027, 495294028, 59314694]",secondary,True,140.197,,"LINESTRING (4.49233 51.8965423, 4.4934205 51.8967712, 4.4939685 51.8968862, 4.4940209 51.8968972, 4.4940732 51.8969082, 4.4942643 51.8969484)",50,"['2', '3', '1']",S120,,,,44292644,44294329,0,False,
,69476385,secondary,True,9.016,,"LINESTRING (4.4532163 51.9338006, 4.453192 51.9338069, 4.4531663 51.9338103, 4.4531401 51.9338107, 4.4531141 51.9338081, 4.4530894 51.9338025)",50,1,,roundabout,,,837687846,831837754,0,False,
Boudewijnstraat,7513479,residential,True,49.66,,"LINESTRING (4.4985895 51.8965022, 4.4984965 51.8964296, 4.4983601 51.8963062, 4.4982099 51.8961237)",30,,,,,,44292647,44290915,0,False,
Zwederstraat,7513480,residential,True,93.019,,"LINESTRING (4.4985895 51.8965022, 4.4986283 51.8964977, 4.4997944 51.8961211)",30,,,,,,44292647,44290763,0,False,
Zwederstraat,7513482,residential,True,59.843999999999994,,"LINESTRING (4.4985895 51.8965022, 4.4985236 51.8965003, 4.4985015 51.8965013, 4.498467 51.896506, 4.4980936 51.8966181, 4.4978006 51.8967163)",30,,,,,,44292647,44293554,0,False,
Putsebocht,"[7513468, 7513494]",residential,True,39.706,,"LINESTRING (4.5003548 51.8965642, 4.5001652 51.8963936, 4.5000115 51.8962771)",,,,,,,44292650,44291375,0,False,
"['Putseplein', 'Blazoenstraat']","[284492853, 159589453]",residential,True,105.447,,"LINESTRING (4.5003548 51.8965642, 4.4998178 51.8968236, 4.4991458 51.8971496)",,,,,,,44292650,44295315,0,True,
Sjanghailaan,60707679,unclassified,True,129.914,,"LINESTRING (4.5578062 51.9412726, 4.5575106 51.941989, 4.5573391 51.9424049)",,,,,,,759978540,44514260,0,False,
Sjanghailaan,"[7310098, 327158075]","['unclassified', 'residential']",False,21.423000000000002,,"LINESTRING (4.5578062 51.9412726, 4.5578479 51.9411587, 4.5578236 51.9410843)",30,,,,,,759978540,44507642,0,False,
Bollandstraat,7330756,residential,False,36.357,,"LINESTRING (4.5170323 51.8773555, 4.5175608 51.8773768)",30,,,,,,44194351,44194557,0,False,
Bierens de Haanweg,7330755,residential,False,43.084,,"LINESTRING (4.5170323 51.8773555, 4.5170365 51.8771608, 4.5170382 51.8770819, 4.5170561 51.8769686)",30,,,,,,44194351,44192667,0,False,
Bierens de Haanweg,"[7330761, 7330766]",residential,False,40.476,,"LINESTRING (4.5170323 51.8773555, 4.5170214 51.8774377, 4.5170156 51.8774812, 4.5169843 51.8777183)",30,,,,,,44194351,44195976,0,False,
,181658153,residential,True,32.348,,"LINESTRING (4.4755853 51.8978272, 4.4755441 51.8978143, 4.4755123 51.8977937, 4.4754935 51.8977676, 4.4754899 51.8977392, 4.4755019 51.8977117, 4.4755222 51.8976923, 4.4755502 51.897677, 4.475584 51.897667, 4.4756263 51.897663, 4.4756684 51.8976673, 4.4757063 51.8976795)",30,1,,roundabout,,,1920719409,1639576175,0,False,
3e Katendrechtsehoofd,181658155,residential,False,25.509,,"LINESTRING (4.4755853 51.8978272, 4.4755662 51.897856, 4.4754557 51.8980422)",30,2,,,,,1920719409,1639576208,0,False,
"['Piet Smitkade', 'Cor Kieboomplein', 'Siem Heidenstraat']","[7328331, 7328275, 58642574]",residential,False,194.00199999999998,,"LINESTRING (4.5269699 51.8965662, 4.5271099 51.8965494, 4.5273366 51.8965223, 4.5275788 51.8964932, 4.5278024 51.8964664, 4.527892 51.8964557, 4.527935 51.8964607, 4.5279602 51.89647, 4.527975 51.8964822, 4.5279871 51.8965014, 4.5280246 51.8967538, 4.5280573 51.8969636, 4.528052 51.8969824, 4.5280342 51.8969983, 4.5279989 51.8970201, 4.5279649 51.8970334, 4.5279071 51.8970444, 4.5271187 51.8970883)",30,,,,,,44292666,44294843,0,True,
Guus Broxstraat,7328333,residential,False,58.946,,"LINESTRING (4.5269699 51.8965662, 4.5270464 51.8968346, 4.5271187 51.8970883)",,,,,,,44292666,44294843,1,False,
Cor Kieboomplein,7328275,residential,False,33.969,,"LINESTRING (4.5269699 51.8965662, 4.5268848 51.8965766, 4.5266722 51.8966024, 4.5264842 51.8966253)",30,,,,,,44292666,1377770958,0,False,
Boterdiep,7328277,unclassified,False,33.245,,"LINESTRING (4.5293732 51.8965849, 4.5294469 51.8968804)",,,,,,,44292668,44293939,0,False,
Boterdiep,7328277,unclassified,False,17.507,,"LINESTRING (4.5293732 51.8965849, 4.5293485 51.8964282)",,,,,,,44292668,44292274,0,False,
,7328319,unclassified,False,30.443,,"LINESTRING (4.5293732 51.8965849, 4.5289317 51.8966119)",,,,,,,44292668,44293159,0,False,
Burgemeester van Slijpelaan,116588893,residential,False,73.587,,"LINESTRING (4.5407276 51.8965824, 4.5417811 51.8967062)",30,,,,,,44292669,44293168,0,False,
"['Pelmolenstraat', 'Kreeksehaven']","[7328078, 7328206]",residential,True,221.801,,"LINESTRING (4.5407276 51.8965824, 4.5409075 51.8979691, 4.5409974 51.8979803, 4.5418766 51.8979107)",30,,,,,,44292669,44298572,0,True,
Zestienhovensekade,69727248,residential,False,50.480999999999995,,"LINESTRING (4.4340736 51.9391683, 4.4342519 51.9391081, 4.4343658 51.9390745, 4.4345222 51.9390364, 4.4347501 51.9389927)",30,,,,,,833935935,5916092482,0,False,
Zestienhovensekade,69727248,residential,False,30.106,,"LINESTRING (4.4340736 51.9391683, 4.4339149 51.9392363, 4.4337445 51.9393456)",30,,,,,,833935935,44498561,0,False,
Oudedijkse Schiekade,69727247,residential,False,440.287,,"LINESTRING (4.4443261 51.9351333, 4.4442865 51.9351712, 4.4442659 51.9351883, 4.4437349 51.9357831, 4.4433084 51.9362286, 4.4431255 51.9364163, 4.4427721 51.9367453, 4.4425441 51.9369486, 4.4420945 51.9373174, 4.4417004 51.9376265, 4.4414896 51.9377892, 4.4412258 51.937993, 4.4407932 51.9383435, 4.4407193 51.9383996)",30,,,,,,833935939,44494618,0,False,
Gordelpad,70130123,living_street,False,171.995,,"LINESTRING (4.4533972 51.9341958, 4.4534653 51.9342211, 4.4554312 51.9349529, 4.4554823 51.9349717, 4.4555496 51.9349896)",15,,,,,,837687878,837687802,0,False,
Gordelpad,"[70130123, 467196428]",living_street,False,25.236,,"LINESTRING (4.4533972 51.9341958, 4.4532933 51.9341575, 4.4530811 51.9340795)",15,,,,,,837687878,837687736,0,False,
Gordelpad,"[70130132, 725334958]","['living_street', 'unclassified']",False,33.565,,"LINESTRING (4.4533972 51.9341958, 4.4534178 51.9341726, 4.4534454 51.9341418, 4.4535811 51.9339907, 4.453634 51.9339316)",,,,,,,837687878,837687760,0,False,
